id,name,postcode,address,rating,reviewCount,category,lat,lng,bezirkId,bezirkName,hasDefamationNotice,removedMin,removedMax,removedEstimate,deletionRatioPct,realRatingAdjusted,removedText,url,readAt,placeState,status,error
0x479f573fd5009671:0x574d4fda4903bb2e,2BITES Nürnberg,90402,"Färberstraße 11, 90402 Nürnberg",4.7,130,Burger,49.4497362,11.0728739,01,"Altstadt, St. Lorenz",true,2,5,3.5,2.62,4.603,Zwei bis fünf Bewertungen aufgrund von Beschwerden wegen Diffamierung entfernt.,https://www.google.com/maps/place/2BITES+N%C3%BCrnberg/data=!4m7!3m6!1s0x479f573fd5009671:0x574d4fda4903bb2e!8m2!3d49.4497362!4d11.0728739!16s%2Fg%2F11yq65mrfj!19sChIJcZYA1T9Xn0cRLrsDSdpPTVc?authuser=0&hl=de&rclk=1,2026-05-02T10:34:21Z,active,success,None
0x479f57eb67ae1e23:0x2e07bb454941dbb4,480grad neapolitan Pizza & Bar,90402,"Kappengasse 13, 90402 Nürnberg",4.5,1644,Pizzeria,49.4517963,11.0696814,01,"Altstadt, St. Lorenz",false,None,None,None,None,None,None,https://www.google.com/maps/place/480grad+neapolitan+Pizza+%26+Bar/data=!4m7!3m6!1s0x479f57eb67ae1e23:0x2e07bb454941dbb4!8m2!3d49.4517963!4d11.0696814!16s%2Fg%2F11fgm6zmwt!19sChIJIx6uZ-tXn0cRtNtBSUW7By4?authuser=0&hl=de&rclk=1,2026-05-02T10:38:30Z,active,success,None
0x479f57b06224e14b:0x64f98ca5f012a6df,60's SMASH BURGER,90402,"Vordere Sterngasse 21, 90402 Nürnberg",4.7,2262,Burger,49.4474367,11.0782891,03,Tafelhof,true,51,100,75.5,3.23,4.58,51 bis 100 Bewertungen aufgrund von Beschwerden wegen Diffamierung entfernt.,https://www.google.com/maps/place/60%27s+SMASH+BURGER/data=!4m7!3m6!1s0x479f57b06224e14b:0x64f98ca5f012a6df!8m2!3d49.4474367!4d11.0782891!16s%2Fg%2F11lnk6qkhv!19sChIJS-EkYrBXn0cR36YS8KWM-WQ?authuser=0&hl=de&rclk=1,2026-05-02T10:35:41Z,active,success,None
0x479f579339f3f56b:0xdf2e9c11c0fac18a,ALANO Pizza | Pasta | Burger | Salat,90402,"Neudörferstraße 14, 90402 Nürnberg",4.7,231,Pizzeria,49.4487373,11.0891835,02,Marienvorstadt,false,None,None,None,None,None,None,https://www.google.com/maps/place/ALANO+Pizza+%7C+Pasta+%7C+Burger+%7C+Salat/data=!4m7!3m6!1s0x479f579339f3f56b:0xdf2e9c11c0fac18a!8m2!3d49.4487373!4d11.0891835!16s%2Fg%2F11kpyvmysb!19sChIJa_XzOZNXn0cRisH6wBGcLt8?authuser=0&hl=de&rclk=1,2026-05-02T10:33:57Z,active,success,None
0x479f57a84cb747b9:0x75195857cc89923b,Altstadt Pizzeria Nürnberg,90402,"Färberstraße 33, 90402 Nürnberg",4.4,785,Pizzeria,49.4483674,11.0722987,03,Tafelhof,false,None,None,None,None,None,None,https://www.google.com/maps/place/Altstadt+Pizzeria+N%C3%BCrnberg/data=!4m7!3m6!1s0x479f57a84cb747b9:0x75195857cc89923b!8m2!3d49.4483674!4d11.0722987!16s%2Fg%2F11fylzcrv7!19sChIJuUe3TKhXn0cRO5KJzFdYGXU?authuser=0&hl=de&rclk=1,2026-05-02T10:23:14Z,active,success,None
0x479f575bfc601b3b:0x5d5e4038d6d76aaa,Arjon Döner,90402,"Königstraße 69, 90402 Nürnberg",4.7,1558,Döner / Kebab,49.448634,11.0803801,01,"Altstadt, St. Lorenz",false,None,None,None,None,None,None,https://www.google.com/maps/place/Arjon+D%C3%B6ner/data=!4m7!3m6!1s0x479f575bfc601b3b:0x5d5e4038d6d76aaa!8m2!3d49.448634!4d11.0803801!16s%2Fg%2F11pxs32lmy!19sChIJOxtg_FtXn0cRqmrX1jhAXl0?authuser=0&hl=de&rclk=1,2026-05-02T10:20:21Z,active,success,None
0x479f57abe1b967d9:0xfa37505c3683211d,Artothek Nürnberg E.V.,90402,"Königstraße 93, 90402 Nürnberg",4.8,4,Imbiss,49.4484109,11.0817605,03,Tafelhof,false,None,None,None,None,None,None,https://www.google.com/maps/place/Artothek+N%C3%BCrnberg+E.V./data=!4m7!3m6!1s0x479f57abe1b967d9:0xfa37505c3683211d!8m2!3d49.4484109!4d11.0817605!16s%2Fg%2F1tfxfp95!19sChIJ2We54atXn0cRHSGDNlxQN_o?authuser=0&hl=de&rclk=1,2026-05-02T10:37:40Z,active,success,None
0x479f57a622a44cc9:0xeb80ffe72f6a5825,Asia China Restaurant,90402,"Breite G. 16, 90402 Nürnberg",4.4,504,Asiatisch,49.4501149,11.0766525,01,"Altstadt, St. Lorenz",false,None,None,None,None,None,None,https://www.google.com/maps/place/Asia+China+Restaurant/data=!4m7!3m6!1s0x479f57a622a44cc9:0xeb80ffe72f6a5825!8m2!3d49.4501149!4d11.0766525!16s%2Fg%2F11b6dpfrwn!19sChIJyUykIqZXn0cRJVhqL-f_gOs?authuser=0&hl=de&rclk=1,2026-05-02T10:24:28Z,active,success,None
0x479f57a17243e899:0x2e76e4866481ed3c,Asia City Express,90402,"Gleißbühlstraße 7, 90402 Nürnberg",3.5,264,Asiatisch,49.4492559,11.0852183,02,Marienvorstadt,false,None,None,None,None,None,None,https://www.google.com/maps/place/Asia+City+Express/data=!4m7!3m6!1s0x479f57a17243e899:0x2e76e4866481ed3c!8m2!3d49.4492559!4d11.0852183!16s%2Fg%2F1hc9zhbz9!19sChIJmehDcqFXn0cRPO2BZIbkdi4?authuser=0&hl=de&rclk=1,2026-05-02T10:36:27Z,active,success,None
0x479f57a9bacbaeb3:0x5a3b486688da8a33,Asia Fast Food Nürnberg,90402,"Zirkelschmiedsgasse 9, 90402 Nürnberg",4.7,100,Restaurant,49.4487531,11.0716499,03,Tafelhof,false,None,None,None,None,None,None,https://www.google.com/maps/place/Asia+Fast+Food+N%C3%BCrnberg/data=!4m7!3m6!1s0x479f57a9bacbaeb3:0x5a3b486688da8a33!8m2!3d49.4487531!4d11.0716499!16s%2Fg%2F11bzyphzh2!19sChIJs67LuqlXn0cRM4raiGZIO1o?authuser=0&hl=de&rclk=1,2026-05-02T10:25:31Z,active,success,None
0x410c9f014b394fd3:0x4c1225eb5dcc0e1c,Asia Imbiss MEI-KA,90402,"Färberstraße 50, 90402 Nürnberg",4.1,284,Restaurant,49.4480239,11.0718401,03,Tafelhof,false,None,None,None,None,None,None,https://www.google.com/maps/place/Asia+Imbiss+MEI-KA/data=!4m7!3m6!1s0x410c9f014b394fd3:0x4c1225eb5dcc0e1c!8m2!3d49.4480239!4d11.0718401!16s%2Fg%2F12lt_ylkj!19sChIJ0085SwGfDEERHA7MXeslEkw?authuser=0&hl=de&rclk=1,2026-05-02T10:34:45Z,active,success,None
0x479f57a9cc3188a7:0xe60937902aee491d,Asia Supermarket,90402,"Frauentormauer 66, 90402 Nürnberg",4.1,81,Lebensmittel,49.4476835,11.0710307,03,Tafelhof,false,None,None,None,None,None,None,https://www.google.com/maps/place/Asia+Supermarket/data=!4m7!3m6!1s0x479f57a9cc3188a7:0xe60937902aee491d!8m2!3d49.4476835!4d11.0710307!16s%2Fg%2F11byxgxjyr!19sChIJp4gxzKlXn0cRHUnuKpA3CeY?authuser=0&hl=de&rclk=1,2026-05-02T14:37:58Z,active,success,None
0x479f57a0d0eaaec9:0xf6740b47bf9b5f2f,Atelier Bar,90402,"Bahnhofstraße 1, 90402 Nürnberg",4.4,125,Bar,49.447856,11.0825374,03,Tafelhof,false,None,None,None,None,None,None,https://www.google.com/maps/place/Atelier+Bar/data=!4m7!3m6!1s0x479f57a0d0eaaec9:0xf6740b47bf9b5f2f!8m2!3d49.447856!4d11.0825374!16s%2Fg%2F1tl_kq7w!19sChIJya7q0KBXn0cRL1-bv0cLdPY?authuser=0&hl=de&rclk=1,2026-05-02T10:33:12Z,active,success,None
0x479f57a8c63864d7:0x9d77f1628fe701d,Atlantik Döner,90402,"Karolinenstraße 45 Brunnengasse Ecke, Krebsgasse, 90402 Nürnberg",3.7,1699,Döner / Kebab,49.4504863,11.0749706,01,"Altstadt, St. Lorenz",false,None,None,None,None,None,None,https://www.google.com/maps/place/Atlantik+D%C3%B6ner/data=!4m7!3m6!1s0x479f57a8c63864d7:0x9d77f1628fe701d!8m2!3d49.4504863!4d11.0749706!16s%2Fg%2F12630hvj6!19sChIJ12Q4xqhXn0cRHXD-KBZ_1wk?authuser=0&hl=de&rclk=1,2026-05-02T10:35:33Z,active,success,None
0x479f57e9ffeb6bb9:0x8acad18fe1234cf6,Auckland Coffee,90402,"Königstraße 2, 90402 Nürnberg",4.6,1055,Café / Konditorei,49.4524244,11.077317,01,"Altstadt, St. Lorenz",true,1,1,1,0.09,4.597,Eine Bewertung aufgrund einer Beschwerde wegen Diffamierung entfernt.,https://www.google.com/maps/place/Auckland+Coffee/data=!4m7!3m6!1s0x479f57e9ffeb6bb9:0x8acad18fe1234cf6!8m2!3d49.4524244!4d11.077317!16s%2Fg%2F11rkfszv4k!19sChIJuWvr_-lXn0cR9kwj4Y_Ryoo?authuser=0&hl=de&rclk=1,2026-05-02T10:20:27Z,active,success,None
0x479f57a0dd6c8abf:0xf9ed059aada60ada,BA Beef Club,90402,"Hopfenstraße 6, 90402 Nürnberg",4.4,184,Café / Konditorei,49.4476591,11.0832972,03,Tafelhof,false,None,None,None,None,None,None,https://www.google.com/maps/place/BA+Beef+Club/data=!4m7!3m6!1s0x479f57a0dd6c8abf:0xf9ed059aada60ada!8m2!3d49.4476591!4d11.0832972!16s%2Fg%2F1tftd9tq!19sChIJv4ps3aBXn0cR2gqmrZoF7fk?authuser=0&hl=de&rclk=1,2026-05-02T14:37:06Z,temporarily_closed,success,None
0x479f57a72478d327:0x1bb7262170175d33,BALKON Nürnberg,90402,"Königstor 2, 90402 Nürnberg",4.7,593,Bar,49.4478063,11.0814466,03,Tafelhof,false,None,None,None,None,None,None,https://www.google.com/maps/place/BALKON+N%C3%BCrnberg/data=!4m7!3m6!1s0x479f57a72478d327:0x1bb7262170175d33!8m2!3d49.4478063!4d11.0814466!16s%2Fg%2F1hc3d2ww8!19sChIJJ9N4JKdXn0cRM10XcCEmtxs?authuser=0&hl=de&rclk=1,2026-05-02T10:24:35Z,active,success,None
0x479f57d3d6332f11:0x40c1cd2557d68930,BASECOFFEE® Nürnberg,90402,"Bankgasse 3, 90402 Nürnberg",4.7,1941,Café / Konditorei,49.4517557,11.0787427,01,"Altstadt, St. Lorenz",true,6,10,8,0.41,4.685,Sechs bis zehn Bewertungen aufgrund von Beschwerden wegen Diffamierung entfernt.,https://www.google.com/maps/place/BASECOFFEE%C2%AE+N%C3%BCrnberg/data=!4m7!3m6!1s0x479f57d3d6332f11:0x40c1cd2557d68930!8m2!3d49.4517557!4d11.0787427!16s%2Fg%2F11v10kwlw3!19sChIJES8z1tNXn0cRMInWVyXNwUA?authuser=0&hl=de&rclk=1,2026-05-02T10:28:42Z,active,success,None
0x479f5700746bad55:0xdfb12dd62174053b,Babass Döner by Kubii,90402,"Färberstraße 40, 90402 Nürnberg",4.6,940,Restaurant,49.4483775,11.0719601,03,Tafelhof,false,None,None,None,None,None,None,https://www.google.com/maps/place/Babass+D%C3%B6ner+by+Kubii/data=!4m7!3m6!1s0x479f5700746bad55:0xdfb12dd62174053b!8m2!3d49.4483775!4d11.0719601!16s%2Fg%2F11vm9g8ml_!19sChIJVa1rdABXn0cROwV0IdYtsd8?authuser=0&hl=de&rclk=1,2026-05-02T10:36:05Z,active,success,None
0x479f57a613292af7:0x756611f94404f58b,BackWerk,90402,"Pfannenschmiedsgasse 2, 90402 Nürnberg",3.9,300,Bäckerei,49.4504897,11.0776319,01,"Altstadt, St. Lorenz",false,None,None,None,None,None,None,https://www.google.com/maps/place/BackWerk/data=!4m7!3m6!1s0x479f57a613292af7:0x756611f94404f58b!8m2!3d49.4504897!4d11.0776319!16s%2Fg%2F1vgw7mvh!19sChIJ9yopE6ZXn0cRi_UERPkRZnU?authuser=0&hl=de&rclk=1,2026-05-02T10:41:35Z,active,success,None
0x479f577915c5d4ab:0x202a3a2197d5a5c6,Balū • Breakfast & Brunch,90402,"Vordere Sterngasse 4-6, 90402 Nürnberg",4.8,155,Café / Konditorei,49.448357,11.078099,01,"Altstadt, St. Lorenz",true,11,20,15.5,9.09,4.455,11 bis 20 Bewertungen aufgrund von Beschwerden wegen Diffamierung entfernt.,https://www.google.com/maps/place/Bal%C5%AB+%E2%80%A2+Breakfast+%26+Brunch/data=!4m7!3m6!1s0x479f577915c5d4ab:0x202a3a2197d5a5c6!8m2!3d49.448357!4d11.078099!16s%2Fg%2F11wmvt83dy!19sChIJq9TFFXlXn0cRxqXVlyE6KiA?authuser=0&hl=de&rclk=1,2026-05-02T10:29:42Z,active,success,None
0x479f57a8d6908fed:0x59379f88d2752926,Bat Dat - Asia Snacks,90402,"Färberstraße 2, 90402 Nürnberg",4.7,378,Asiatisch,49.4513862,11.0732724,01,"Altstadt, St. Lorenz",true,51,100,75.5,16.65,4.084,51 bis 100 Bewertungen aufgrund von Beschwerden wegen Diffamierung entfernt.,https://www.google.com/maps/place/Bat+Dat+-+Asia+Snacks/data=!4m7!3m6!1s0x479f57a8d6908fed:0x59379f88d2752926!8m2!3d49.4513862!4d11.0732724!16s%2Fg%2F11c5_vs1l0!19sChIJ7Y-Q1qhXn0cRJil10oifN1k?authuser=0&hl=de&rclk=1,2026-05-02T10:23:03Z,active,success,None
0x479f57006ec5a707:0xe392ee081b5ec5e7,Berliner Döner,90402,"Ludwigstraße 63, 90402 Nürnberg",4.5,62,Döner / Kebab,49.4487755,11.0681803,04,Gostenhof,false,None,None,None,None,None,None,https://www.google.com/maps/place/Berliner+D%C3%B6ner/data=!4m7!3m6!1s0x479f57006ec5a707:0xe392ee081b5ec5e7!8m2!3d49.4487755!4d11.0681803!16s%2Fg%2F11mrdhwt9k!19sChIJB6fFbgBXn0cR58VeGwjukuM?authuser=0&hl=de&rclk=1,2026-05-02T14:36:32Z,active,success,None
0x479f5700707e2fb5:0x6dbfc05c6cab41c8,Black Döner,90402,"Pfannenschmiedsgasse 10, 90402 Nürnberg",5,11,Restaurant,49.45027,11.07767,01,"Altstadt, St. Lorenz",false,None,None,None,None,None,None,https://www.google.com/maps/place/Black+D%C3%B6ner/data=!4m7!3m6!1s0x479f5700707e2fb5:0x6dbfc05c6cab41c8!8m2!3d49.45027!4d11.07767!16s%2Fg%2F11z4y6bt8k!19sChIJtS9-cABXn0cRyEGrbFzAv20?authuser=0&hl=de&rclk=1,2026-05-02T14:36:27Z,active,success,None
0x479f57a62fb79631:0xf426ce88ae2dd675,Bok City,90402,"Pfannenschmiedsgasse 8, 90402 Nürnberg",4.2,243,Restaurant,49.4502934,11.0776537,01,"Altstadt, St. Lorenz",false,None,None,None,None,None,None,https://www.google.com/maps/place/Bok+City/data=!4m7!3m6!1s0x479f57a62fb79631:0xf426ce88ae2dd675!8m2!3d49.4502934!4d11.0776537!16s%2Fg%2F1tx1s5p2!19sChIJMZa3L6ZXn0cRddYtrojOJvQ?authuser=0&hl=de&rclk=1,2026-05-02T10:36:16Z,active,success,None
0x479f57a8d69a53d5:0x84af9312f4193188,Bra Kebap,90402,"Färberstraße 2, 90402 Nürnberg",4.1,1013,Döner / Kebab,49.4512291,11.0732857,01,"Altstadt, St. Lorenz",false,None,None,None,None,None,None,https://www.google.com/maps/place/Bra+Kebap/data=!4m7!3m6!1s0x479f57a8d69a53d5:0x84af9312f4193188!8m2!3d49.4512291!4d11.0732857!16s%2Fg%2F11c6dxqt8l!19sChIJ1VOa1qhXn0cRiDEZ9BKTr4Q?authuser=0&hl=de&rclk=1,2026-05-02T10:35:21Z,active,success,None
0x479f5767df968e4b:0x1d67c7171dd420c8,Bratwurstdose Nürnberg,90402,"Krebsgasse, 90402 Nürnberg",4.8,68,Restaurant,49.4502981,11.0753033,01,"Altstadt, St. Lorenz",false,None,None,None,None,None,None,https://www.google.com/maps/place/Bratwurstdose+N%C3%BCrnberg/data=!4m7!3m6!1s0x479f5767df968e4b:0x1d67c7171dd420c8!8m2!3d49.4502981!4d11.0753033!16s%2Fg%2F11f74mhq80!19sChIJS46W32dXn0cRyCDUHRfHZx0?authuser=0&hl=de&rclk=1,2026-05-02T10:19:52Z,active,success,None
0x479f57a733c99657:0xe49162e3239708f7,Bratwurstglöcklein,90402,"Waffenhof 5, 90402 Nürnberg",4.2,2881,Restaurant,49.4475889,11.0812194,03,Tafelhof,false,None,None,None,None,None,None,https://www.google.com/maps/place/Bratwurstgl%C3%B6cklein/data=!4m7!3m6!1s0x479f57a733c99657:0xe49162e3239708f7!8m2!3d49.4475889!4d11.0812194!16s%2Fg%2F1ts1lmyp!19sChIJV5bJM6dXn0cR9wiXI-NikeQ?authuser=0&hl=de&rclk=1,2026-05-02T10:24:02Z,active,success,None
0x479f578d5e5b872d:0xce1c10a092885e07,Bratwursthaus / Imbiss Weiß,90402,"Karolinenstraße 34, 90402 Nürnberg",4.6,30,Restaurant,49.451065,11.074772,01,"Altstadt, St. Lorenz",false,None,None,None,None,None,None,https://www.google.com/maps/place/Bratwursthaus+%2F+Imbiss+Wei%C3%9F/data=!4m7!3m6!1s0x479f578d5e5b872d:0xce1c10a092885e07!8m2!3d49.451065!4d11.074772!16s%2Fg%2F11rd7fhhq7!19sChIJLYdbXo1Xn0cRB16IkqAQHM4?authuser=0&hl=de&rclk=1,2026-05-02T10:37:50Z,permanently_closed,success,None
0x479f57a60ca64e97:0xc3375bf18acad786,Bratwurststand,90402,"Karolinenstraße 1A, 90402 Nürnberg",3.3,61,Imbiss,49.4509433,11.0770323,01,"Altstadt, St. Lorenz",false,None,None,None,None,None,None,https://www.google.com/maps/place/Bratwurststand/data=!4m7!3m6!1s0x479f57a60ca64e97:0xc3375bf18acad786!8m2!3d49.4509433!4d11.0770323!16s%2Fg%2F11fx9kqhnq!19sChIJl06mDKZXn0cRhtfKivFbN8M?authuser=0&hl=de&rclk=1,2026-05-02T10:34:55Z,active,success,None
0x479f57767c734b7d:0x69aea1ea3cf3b8ab,Breuninger Confiserie Nürnberg,90402,"Karolinenstraße 34, 90402 Nürnberg",3.4,155,Café / Konditorei,49.4511881,11.0752185,01,"Altstadt, St. Lorenz",false,None,None,None,None,None,None,https://www.google.com/maps/place/Breuninger+Confiserie+N%C3%BCrnberg/data=!4m7!3m6!1s0x479f57767c734b7d:0x69aea1ea3cf3b8ab!8m2!3d49.4511881!4d11.0752185!16s%2Fg%2F11jclnq56g!19sChIJfUtzfHZXn0cRq7jzPOqhrmk?authuser=0&hl=de&rclk=1,2026-05-02T10:32:04Z,active,success,None
0x479f57a65f42643f:0xaabb86371c72268c,Brezen Kolb Brezenstand,90402,"Königstraße 42-52, 90402 Nürnberg",4.3,30,Bäckerei,49.4500803,11.0785762,01,"Altstadt, St. Lorenz",false,None,None,None,None,None,None,https://www.google.com/maps/place/Brezen+Kolb+Brezenstand/data=!4m7!3m6!1s0x479f57a65f42643f:0xaabb86371c72268c!8m2!3d49.4500803!4d11.0785762!16s%2Fg%2F11bzr_7__7!19sChIJP2RCX6ZXn0cRjCZyHDeGu6o?authuser=0&hl=de&rclk=1,2026-05-02T10:43:32Z,active,success,None
0x479f5734903e44eb:0xf874421f3a7d9cbe,Brezen Kolb Königstorpassage (U-Bahn Verteilergeschoss),90402,"Bahnhofspl., 90402 Nürnberg",3.3,14,Bäckerei,49.447206,11.0823993,03,Tafelhof,false,None,None,None,None,None,None,https://www.google.com/maps/place/Brezen+Kolb+K%C3%B6nigstorpassage+%28U-Bahn+Verteilergeschoss%29/data=!4m7!3m6!1s0x479f5734903e44eb:0xf874421f3a7d9cbe!8m2!3d49.447206!4d11.0823993!16s%2Fg%2F11n8x3bd06!19sChIJ60Q-kDRXn0cRvpx9Oh9CdPg?authuser=0&hl=de&rclk=1,2026-05-02T10:47:29Z,active,success,None
0x479f57a635506a41:0x6f0ea30d9a8de64f,BrotZeit - Essen wie bei Muddi,90402,"Klaragasse 30, 90402 Nürnberg",4.6,265,Restaurant,49.44883,11.077039,01,"Altstadt, St. Lorenz",false,None,None,None,None,None,None,https://www.google.com/maps/place/BrotZeit+-+Essen+wie+bei+Muddi/data=!4m7!3m6!1s0x479f57a635506a41:0x6f0ea30d9a8de64f!8m2!3d49.44883!4d11.077039!16s%2Fg%2F1tj5k438!19sChIJQWpQNaZXn0cRT-aNmg2jDm8?authuser=0&hl=de&rclk=1,2026-05-02T10:27:29Z,active,success,None
0x479f575c87dce62f:0x85c3fb7caea5312b,"Bruderherz Nürnberg - Brauwerkstatt, Gutmann Gastwirtschaft, Stehausschank",90402,"Luitpoldstraße 15, 90402 Nürnberg",4.7,340,Restaurant,49.4479685,11.0787306,03,Tafelhof,true,11,20,15.5,4.36,4.539,11 bis 20 Bewertungen aufgrund von Beschwerden wegen Diffamierung entfernt.,"https://www.google.com/maps/place/Bruderherz+N%C3%BCrnberg+-+Brauwerkstatt,+Gutmann+Gastwirtschaft,+Stehausschank/data=!4m7!3m6!1s0x479f575c87dce62f:0x85c3fb7caea5312b!8m2!3d49.4479685!4d11.0787306!16s%2Fg%2F11xcd302l0!19sChIJL-bch1xXn0cRKzGlrnz7w4U?authuser=0&hl=de&rclk=1",2026-05-02T10:18:00Z,active,success,None
0x479f57395078befd:0x9c3369f889d2809c,Burgerheart Nürnberg,90402,"Königstraße 72, 90402 Nürnberg",4.5,6413,Burger,49.4481538,11.0803343,03,Tafelhof,false,None,None,None,None,None,None,https://www.google.com/maps/place/Burgerheart+N%C3%BCrnberg/data=!4m7!3m6!1s0x479f57395078befd:0x9c3369f889d2809c!8m2!3d49.4481538!4d11.0803343!16s%2Fg%2F11gzs1l5wv!19sChIJ_b54UDlXn0cRnIDSifhpM5w?authuser=0&hl=de&rclk=1,2026-05-02T10:22:42Z,active,success,None
0x479f57a6e9d02a45:0x8e40e2db405aa4b0,C'era Una Volta,90402,"Johannesgasse 51, 90402 Nürnberg",4.4,730,Restaurant,49.449331,11.080686,01,"Altstadt, St. Lorenz",false,None,None,None,None,None,None,https://www.google.com/maps/place/C%27era+Una+Volta/data=!4m7!3m6!1s0x479f57a6e9d02a45:0x8e40e2db405aa4b0!8m2!3d49.449331!4d11.080686!16s%2Fg%2F1tgqhdvq!19sChIJRSrQ6aZXn0cRsKRaQNviQI4?authuser=0&hl=de&rclk=1,2026-05-02T10:22:36Z,active,success,None
0x479f5721d251bc97:0x6e231596ef93e0e4,"CHILLERS – Burger, Wings, Drinks & More",90402,"Brunnengasse 11, 90402 Nürnberg",4,901,Restaurant,49.45035,11.07676,01,"Altstadt, St. Lorenz",false,None,None,None,None,None,None,"https://www.google.com/maps/place/CHILLERS+%E2%80%93+Burger,+Wings,+Drinks+%26+More/data=!4m7!3m6!1s0x479f5721d251bc97:0x6e231596ef93e0e4!8m2!3d49.45035!4d11.07676!16s%2Fg%2F11g2_h9jm3!19sChIJl7xR0iFXn0cR5OCT75YVI24?authuser=0&hl=de&rclk=1",2026-05-02T14:36:44Z,active,success,None
0x479f570005094549:0x7d435a69717f0504,CINNAMOOD,90402,"Breite G. 32, 90402 Nürnberg",3.7,473,Café / Konditorei,49.4501389,11.0755981,01,"Altstadt, St. Lorenz",false,None,None,None,None,None,None,https://www.google.com/maps/place/Cinnamood+N%C3%BCrnberg/data=!4m7!3m6!1s0x479f570005094549:0x7d435a69717f0504!8m2!3d49.4501389!4d11.0755981!16s%2Fg%2F11vlyy16th!19sChIJSUUJBQBXn0cRBAV_cWlaQ30?authuser=0&hl=de&rclk=1,2026-05-02T10:41:58Z,active,success,None
0x479f57a5d94150cd:0x4ca462ba96299614,Cafe Extrablatt,90402,"Lorenzer Pl. 3A, 90402 Nürnberg",4.3,1398,Restaurant,49.4514928,11.0786291,01,"Altstadt, St. Lorenz",false,None,None,None,None,None,None,https://www.google.com/maps/place/Cafe+Extrablatt/data=!4m7!3m6!1s0x479f57a5d94150cd:0x4ca462ba96299614!8m2!3d49.4514928!4d11.0786291!16s%2Fg%2F11j4stn3xq!19sChIJzVBB2aVXn0cRFJYplrpipEw?authuser=0&hl=de&rclk=1,2026-05-02T10:28:18Z,active,success,None
0x479f57a878080ad5:0x221002cf76f39503,Café Arte,90402,"Kartäusergasse 1, 90402 Nürnberg",4.4,137,Café / Konditorei,49.4484179,11.0752469,03,Tafelhof,false,None,None,None,None,None,None,https://www.google.com/maps/place/Caf%C3%A9+Arte/data=!4m7!3m6!1s0x479f57a878080ad5:0x221002cf76f39503!8m2!3d49.4484179!4d11.0752469!16s%2Fg%2F1tdvj528!19sChIJ1QoIeKhXn0cRA5Xzds8CECI?authuser=0&hl=de&rclk=1,2026-05-02T10:27:14Z,active,success,None
0x479f57a6938a1783:0xcfb53d9d90f90210,Café Bar Cartoon / Nürnberg,90402,"An d. Sparkasse 6, 90402 Nürnberg",4.6,433,Bar,49.4499078,11.0804837,01,"Altstadt, St. Lorenz",false,None,None,None,None,None,None,https://www.google.com/maps/place/Caf%C3%A9+Bar+Cartoon+%2F+N%C3%BCrnberg/data=!4m7!3m6!1s0x479f57a6938a1783:0xcfb53d9d90f90210!8m2!3d49.4499078!4d11.0804837!16s%2Fg%2F1thp_q89!19sChIJgxeKk6ZXn0cREAL5kJ09tc8?authuser=0&hl=de&rclk=1,2026-05-02T10:34:10Z,temporarily_closed,success,None
0x479f57a9875e767f:0x39c437cca0b39946,Café Pintus,90402,"Ludwigstraße 39, 90402 Nürnberg",4.4,392,Bar,49.4491676,11.0690113,04,Gostenhof,false,None,None,None,None,None,None,https://www.google.com/maps/place/Caf%C3%A9+Pintus/data=!4m7!3m6!1s0x479f57a9875e767f:0x39c437cca0b39946!8m2!3d49.4491676!4d11.0690113!16s%2Fg%2F1vl5fsb1!19sChIJf3Zeh6lXn0cRRpmzoMw3xDk?authuser=0&hl=de&rclk=1,2026-05-02T10:30:33Z,active,success,None
0x479f573c3c295a59:0xeb91b39d07d3b792,Café in der 12 - Nürnberg,90402,"Königstraße 82, 90402 Nürnberg",4.7,500,Café / Konditorei,49.4474142,11.0809088,03,Tafelhof,true,6,10,8,1.57,4.642,Sechs bis zehn Bewertungen aufgrund von Beschwerden wegen Diffamierung entfernt.,https://www.google.com/maps/place/Caf%C3%A9+in+der+12+-+N%C3%BCrnberg/data=!4m7!3m6!1s0x479f573c3c295a59:0xeb91b39d07d3b792!8m2!3d49.4474142!4d11.0809088!16s%2Fg%2F11g4gqmzll!19sChIJWVopPDxXn0cRkrfTB52zkes?authuser=0&hl=de&rclk=1,2026-05-02T10:26:29Z,active,success,None
0x479f5720fb9887fb:0x175e37dfcdb32ba2,Call of Kimchi The One,90402,"Vor der Lorenzkirche, Königstraße, 90402 Nürnberg",4.6,7,Imbiss,49.4509595,11.0778736,01,"Altstadt, St. Lorenz",false,None,None,None,None,None,None,https://www.google.com/maps/place/Call+of+Kimchi+The+One/data=!4m7!3m6!1s0x479f5720fb9887fb:0x175e37dfcdb32ba2!8m2!3d49.4509595!4d11.0778736!16s%2Fg%2F11y9pwch_q!19sChIJ-4eY-yBXn0cRoiuzzd83Xhc?authuser=0&hl=de&rclk=1,2026-05-02T10:35:06Z,active,success,None
